Token	POS-Tag	OOV	Id	Index	Documento
de	ADP	0	449	8	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
organização	NOUN	0	449	9	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
criminosa	ADJ	1	449	10	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
que	PRON	0	449	11	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
atuam	VERB	0	449	12	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
no	ADP	0	449	13	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
tráfico	NOUN	0	449	14	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
de	ADP	0	449	15	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
entorpecentes	NOUN	1	449	16	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
PF	PROPN	1	450	0	PF deflagra Operação Pente Fino no Rio de Janeiro
deflagra	VERB	1	450	1	PF deflagra Operação Pente Fino no Rio de Janeiro
Operação	NOUN	0	450	2	PF deflagra Operação Pente Fino no Rio de Janeiro
Pente	PROPN	1	450	3	PF deflagra Operação Pente Fino no Rio de Janeiro
Fino	PROPN	1	450	4	PF deflagra Operação Pente Fino no Rio de Janeiro
no	ADP	0	450	5	PF deflagra Operação Pente Fino no Rio de Janeiro
Rio	PROPN	0	450	6	PF deflagra Operação Pente Fino no Rio de Janeiro
de	ADP	0	450	7	PF deflagra Operação Pente Fino no Rio de Janeiro
Janeiro	PROPN	0	450	8	PF deflagra Operação Pente Fino no Rio de Janeiro
Laboratório	NOUN	0	451	0	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
clandestino	PROPN	1	451	1	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
de	ADP	0	451	2	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
drogas	NOUN	0	451	3	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
sintéticas	ADJ	1	451	4	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
é	AUX	0	451	5	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
descoberto	VERB	0	451	6	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
e	CCONJ	0	451	7	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
desativado	VERB	1	451	8	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
pela	ADP	0	451	9	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
polícia	NOUN	0	451	10	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
Polícia	PROPN	0	452	0	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
Federal	PROPN	0	452	1	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
,	PUNCT	0	452	2	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
em	ADP	0	452	3	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
ação	NOUN	0	452	4	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
conjunta	ADJ	0	452	5	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
com	ADP	0	452	6	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
o	DET	0	452	7	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
Exército	PROPN	0	452	8	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
,	PUNCT	0	452	9	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
desocupam	VERB	1	452	10	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
garimpo	NOUN	1	452	11	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
em	ADP	0	452	12	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
Mato	PROPN	0	452	13	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
Grosso	PROPN	0	452	14	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
Polícia	PROPN	0	453	0	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
Federal	PROPN	0	453	1	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
apreende	VERB	1	453	2	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
mais	ADV	0	453	3	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
de	ADP	0	453	4	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
36	NUM	0	453	5	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
quilos	NOUN	1	453	6	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
de	ADP	0	453	7	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
droga	NOUN	0	453	8	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
no	ADP	0	453	9	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
Aeroporto	PROPN	0	453	10	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
de	ADP	0	453	11	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
Rio	PROPN	0	453	12	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
Branco	PROPN	0	453	13	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
PF	PROPN	1	454	0	PF incinera aproximadamente 4 toneladas de drogas
incinera	VERB	1	454	1	PF incinera aproximadamente 4 toneladas de drogas
aproximadamente	ADV	0	454	2	PF incinera aproximadamente 4 toneladas de drogas
4	NUM	0	454	3	PF incinera aproximadamente 4 toneladas de drogas
toneladas	NOUN	0	454	4	PF incinera aproximadamente 4 toneladas de drogas
de	ADP	0	454	5	PF incinera aproximadamente 4 toneladas de drogas
drogas	NOUN	0	454	6	PF incinera aproximadamente 4 toneladas de drogas
PF	PROPN	1	455	0	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
apreende	VERB	1	455	1	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
caminhão	NOUN	0	455	2	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
e	CCONJ	0	455	3	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
embarcação	NOUN	0	455	4	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
carregados	VERB	1	455	5	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
com	ADP	0	455	6	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
cigarros	NOUN	1	455	7	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
contrabandeados	VERB	1	455	8	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
Polícia	PROPN	0	456	0	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
Federal	PROPN	0	456	1	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
cumpre	VERB	1	456	2	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
mandados	NOUN	1	456	3	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
em	ADP	0	456	4	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
investigação	NOUN	0	456	5	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
sobre	ADP	0	456	6	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
comercialização	NOUN	0	456	7	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
ilegal	ADJ	0	456	8	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
de	ADP	0	456	9	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
anabolizantes	NOUN	1	456	10	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
PF	PROPN	1	457	0	PF deflagra Operação Sagres no Rio de Janeiro
deflagra	VERB	1	457	1	PF deflagra Operação Sagres no Rio de Janeiro
Operação	PROPN	0	457	2	PF deflagra Operação Sagres no Rio de Janeiro
Sagres	PROPN	1	457	3	PF deflagra Operação Sagres no Rio de Janeiro
no	ADP	0	457	4	PF deflagra Operação Sagres no Rio de Janeiro
Rio	PROPN	0	457	5	PF deflagra Operação Sagres no Rio de Janeiro
de	ADP	0	457	6	PF deflagra Operação Sagres no Rio de Janeiro
Janeiro	PROPN	0	457	7	PF deflagra Operação Sagres no Rio de Janeiro
Polícia	PROPN	0	458	0	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
Federal	PROPN	0	458	1	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
fecha	VERB	1	458	2	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
laboratório	NOUN	0	458	3	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
de	ADP	0	458	4	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
falsificação	NOUN	1	458	5	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
de	ADP	0	458	6	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
cédulas	NOUN	1	458	7	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
no	ADP	0	458	8	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
Ceará	PROPN	0	458	9	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
PF	PROPN	1	459	0	PF deflagra a terceira fase da Operação Pedágio
deflagra	VERB	1	459	1	PF deflagra a terceira fase da Operação Pedágio
a	DET	0	459	2	PF deflagra a terceira fase da Operação Pedágio
terceira	ADJ	0	459	3	PF deflagra a terceira fase da Operação Pedágio
fase	NOUN	0	459	4	PF deflagra a terceira fase da Operação Pedágio
da	ADP	0	459	5	PF deflagra a terceira fase da Operação Pedágio
Operação	PROPN	0	459	6	PF deflagra a terceira fase da Operação Pedágio
Pedágio	PROPN	1	459	7	PF deflagra a terceira fase da Operação Pedágio
Polícia	PROPN	0	460	0	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
Federal	PROPN	0	460	1	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
deflagra	VERB	1	460	2	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
operação	NOUN	0	460	3	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
de	ADP	0	460	4	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
combate	NOUN	0	460	5	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
a	ADP	0	460	6	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
fraudes	NOUN	1	460	7	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
no	ADP	0	460	8	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
Auxílio	PROPN	1	460	9	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
Emergencial	PROPN	1	460	10	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
na	ADP	0	460	11	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
Bahia	PROPN	0	460	12	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
Polícia	PROPN	0	461	0	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
Federal	PROPN	0	461	1	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
deflagra	VERB	1	461	2	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
operação	NOUN	0	461	3	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
contra	ADP	0	461	4	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
furtos	NOUN	1	461	5	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
praticados	VERB	1	461	6	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
por	ADP	0	461	7	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
organização	NOUN	0	461	8	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
criminosa	ADJ	1	461	9	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
em	ADP	0	461	10	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
aeroporto	NOUN	0	461	11	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
de	ADP	0	461	12	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
Minas	PROPN	0	461	13	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
Gerais	PROPN	0	461	14	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
PF	PROPN	1	462	0	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
e	CCONJ	0	462	1	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
BPFRON	PROPN	1	462	2	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
apreendem	VERB	1	462	3	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
um	DET	0	462	4	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
veículo	NOUN	0	462	5	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
carregado	VERB	0	462	6	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
com	ADP	0	462	7	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
insumos	NOUN	1	462	8	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
para	ADP	0	462	9	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
suplemento	NOUN	1	462	10	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
Polícia	PROPN	0	463	0	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
Federal	PROPN	0	463	1	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
conclui	VERB	0	463	2	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
Operação	PROPN	0	463	3	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
Fusarium	PROPN	1	463	4	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
I	PROPN	0	463	5	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
de	ADP	0	463	6	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
erradicação	NOUN	1	463	7	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
de	ADP	0	463	8	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
maconha	NOUN	1	463	9	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
PF	PROPN	1	464	0	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
prende	VERB	1	464	1	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
mulher	NOUN	0	464	2	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
que	PRON	0	464	3	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
transportava	VERB	1	464	4	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
pedras	NOUN	0	464	5	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
preciosas	ADJ	1	464	6	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
ocultadas	VERB	1	464	7	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
em	ADP	0	464	8	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
seu	DET	0	464	9	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
corpo	NOUN	0	464	10	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
PF	PROPN	1	465	0	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
e	CCONJ	0	465	1	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
Receita	NOUN	1	465	2	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
apreendem	VERB	1	465	3	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
15	NUM	0	465	4	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
kg	NOUN	0	465	5	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
de	ADP	0	465	6	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
cocaína	NOUN	1	465	7	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
transportadas	VERB	1	465	8	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
por	ADP	0	465	9	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
estrangeiros	NOUN	0	465	10	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
no	ADP	0	465	11	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
Aeroporto	PROPN	0	465	12	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
Internacional	PROPN	0	465	13	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
de	ADP	0	465	14	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
São	PROPN	0	465	15	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
Paulo	PROPN	0	465	16	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
Polícia	PROPN	0	466	0	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Federal	PROPN	0	466	1	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
deflagra	VERB	1	466	2	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
nova	ADJ	0	466	3	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
etapa	NOUN	0	466	4	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
da	ADP	0	466	5	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Operação	PROPN	0	466	6	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Egypto	PROPN	1	466	7	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
,	PUNCT	0	466	8	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
denominada	VERB	0	466	9	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Fractais	PROPN	1	466	10	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Polícia	PROPN	0	467	0	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
Federal	PROPN	0	467	1	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
deflagra	VERB	1	467	2	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
Operação	PROPN	0	467	3	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
Destilados	VERB	1	467	4	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
contra	ADP	0	467	5	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
o	DET	0	467	6	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
descaminho	NOUN	1	467	7	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
de	ADP	0	467	8	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
bebidas	NOUN	0	467	9	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
na	ADP	0	467	10	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
fronteira	NOUN	0	467	11	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
com	ADP	0	467	12	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
o	DET	0	467	13	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
Uruguai	PROPN	0	467	14	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
PF	PROPN	1	468	0	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
e	CCONJ	0	468	1	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
Exército	PROPN	0	468	2	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
Brasileiro	PROPN	0	468	3	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
apreendem	VERB	1	468	4	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
embarcação	NOUN	0	468	5	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
carregada	VERB	1	468	6	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
com	ADP	0	468	7	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
cigarros	NOUN	1	468	8	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
paraguaios	ADJ	1	468	9	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
Polícia	PROPN	0	469	0	Polícia Federal cumpre mandado de prisão expedido pelo STF
Federal	PROPN	0	469	1	Polícia Federal cumpre mandado de prisão expedido pelo STF
cumpre	VERB	1	469	2	Polícia Federal cumpre mandado de prisão expedido pelo STF
mandado	VERB	0	469	3	Polícia Federal cumpre mandado de prisão expedido pelo STF
de	ADP	0	469	4	Polícia Federal cumpre mandado de prisão expedido pelo STF
prisão	NOUN	0	469	5	Polícia Federal cumpre mandado de prisão expedido pelo STF
expedido	VERB	1	469	6	Polícia Federal cumpre mandado de prisão expedido pelo STF
pelo	ADP	0	469	7	Polícia Federal cumpre mandado de prisão expedido pelo STF
STF	PROPN	1	469	8	Polícia Federal cumpre mandado de prisão expedido pelo STF
PF	PROPN	1	470	0	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
aprende	VERB	1	470	1	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
milhares	NUM	0	470	2	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
de	ADP	0	470	3	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
cédulas	NOUN	1	470	4	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
falsas	ADJ	0	470	5	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
em	ADP	0	470	6	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
São	PROPN	0	470	7	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
José	PROPN	0	470	8	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
do	ADP	0	470	9	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
Rio	PROPN	0	470	10	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
Preto	PROPN	0	470	11	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
SP	PROPN	0	470	12	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
PF	PROPN	1	471	0	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
detém	VERB	0	471	1	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
mulher	NOUN	0	471	2	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
transportando	VERB	1	471	3	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
40	NUM	0	471	4	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
mil	NUM	0	471	5	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
dólares	NOUN	0	471	6	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
escondidos	VERB	1	471	7	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
junto	ADV	0	471	8	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
ao	ADP	0	471	9	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
corpo	NOUN	0	471	10	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
Polícia	PROPN	0	472	0	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
Federal	PROPN	0	472	1	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
deflagra	VERB	1	472	2	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
Operação	PROPN	0	472	3	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
Investor	PROPN	1	472	4	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
para	SCONJ	0	472	5	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
combater	VERB	0	472	6	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
exploração	NOUN	0	472	7	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
ilegal	ADJ	0	472	8	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
de	ADP	0	472	9	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
diamantes	NOUN	0	472	10	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
em	ADP	0	472	11	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
terras	NOUN	0	472	12	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
indígenas	ADJ	0	472	13	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
em	ADP	0	472	14	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
Rondônia	PROPN	0	472	15	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
Polícia	PROPN	0	473	0	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
Federal	PROPN	0	473	1	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
deflagra	VERB	1	473	2	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
Operação	NOUN	0	473	3	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
Esquema	PROPN	1	473	4	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
Novo	PROPN	0	473	5	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
para	SCONJ	0	473	6	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
